STATE,Year,Crime Type,Number
Meghalaya,2007,ATTEMPT TO MURDER,49
Meghalaya,2008,ATTEMPT TO MURDER,55
Meghalaya,2009,ATTEMPT TO MURDER,39
Meghalaya,2010,ATTEMPT TO MURDER,60
Meghalaya,2011,ATTEMPT TO MURDER,51
Meghalaya,2012,ATTEMPT TO MURDER,63
Mizoram,2001,ATTEMPT TO MURDER,15
Mizoram,2002,ATTEMPT TO MURDER,26
Mizoram,2003,ATTEMPT TO MURDER,36
Mizoram,2004,ATTEMPT TO MURDER,21
Mizoram,2005,ATTEMPT TO MURDER,24
Mizoram,2006,ATTEMPT TO MURDER,19
Mizoram,2007,ATTEMPT TO MURDER,21
Mizoram,2008,ATTEMPT TO MURDER,10
Mizoram,2009,ATTEMPT TO MURDER,14
Mizoram,2010,ATTEMPT TO MURDER,27
Mizoram,2011,ATTEMPT TO MURDER,24
Mizoram,2012,ATTEMPT TO MURDER,21
Nagaland,2001,ATTEMPT TO MURDER,39
Nagaland,2002,ATTEMPT TO MURDER,34
Nagaland,2003,ATTEMPT TO MURDER,34
Nagaland,2004,ATTEMPT TO MURDER,33
Nagaland,2005,ATTEMPT TO MURDER,26
Nagaland,2006,ATTEMPT TO MURDER,46
Nagaland,2007,ATTEMPT TO MURDER,50
Nagaland,2008,ATTEMPT TO MURDER,47
Nagaland,2009,ATTEMPT TO MURDER,35
Nagaland,2010,ATTEMPT TO MURDER,35
Nagaland,2011,ATTEMPT TO MURDER,43
Nagaland,2012,ATTEMPT TO MURDER,42
Odisha,2001,ATTEMPT TO MURDER,1151
Odisha,2002,ATTEMPT TO MURDER,1372
Odisha,2003,ATTEMPT TO MURDER,1214
Odisha,2004,ATTEMPT TO MURDER,1197
Odisha,2005,ATTEMPT TO MURDER,1279
Odisha,2006,ATTEMPT TO MURDER,752
Odisha,2007,ATTEMPT TO MURDER,1105
Odisha,2008,ATTEMPT TO MURDER,1415
Odisha,2009,ATTEMPT TO MURDER,1231
Odisha,2010,ATTEMPT TO MURDER,1436
Odisha,2011,ATTEMPT TO MURDER,1621
Odisha,2012,ATTEMPT TO MURDER,1879
Puducherry,2001,ATTEMPT TO MURDER,32
Puducherry,2002,ATTEMPT TO MURDER,43
Puducherry,2003,ATTEMPT TO MURDER,32
Puducherry,2004,ATTEMPT TO MURDER,18
Puducherry,2005,ATTEMPT TO MURDER,24
Puducherry,2006,ATTEMPT TO MURDER,24
Puducherry,2007,ATTEMPT TO MURDER,42
Puducherry,2008,ATTEMPT TO MURDER,35
Puducherry,2009,ATTEMPT TO MURDER,25
Puducherry,2010,ATTEMPT TO MURDER,19
Puducherry,2011,ATTEMPT TO MURDER,22
Puducherry,2012,ATTEMPT TO MURDER,27
Punjab,2001,ATTEMPT TO MURDER,789
Punjab,2002,ATTEMPT TO MURDER,728
Punjab,2003,ATTEMPT TO MURDER,644
Punjab,2004,ATTEMPT TO MURDER,716
Punjab,2005,ATTEMPT TO MURDER,723
Punjab,2006,ATTEMPT TO MURDER,898
Punjab,2007,ATTEMPT TO MURDER,893
Punjab,2008,ATTEMPT TO MURDER,956
Punjab,2009,ATTEMPT TO MURDER,1014
Punjab,2010,ATTEMPT TO MURDER,994
Punjab,2011,ATTEMPT TO MURDER,997
Punjab,2012,ATTEMPT TO MURDER,1045
Rajasthan,2001,ATTEMPT TO MURDER,1923
Rajasthan,2002,ATTEMPT TO MURDER,2043
Rajasthan,2003,ATTEMPT TO MURDER,1977
Rajasthan,2004,ATTEMPT TO MURDER,2030
Rajasthan,2005,ATTEMPT TO MURDER,1920
Rajasthan,2006,ATTEMPT TO MURDER,1694
Rajasthan,2007,ATTEMPT TO MURDER,1772
Rajasthan,2008,ATTEMPT TO MURDER,1649
Rajasthan,2009,ATTEMPT TO MURDER,1673
Rajasthan,2010,ATTEMPT TO MURDER,1557
Rajasthan,2011,ATTEMPT TO MURDER,1566
Rajasthan,2012,ATTEMPT TO MURDER,1538
Sikkim,2001,ATTEMPT TO MURDER,11
Sikkim,2002,ATTEMPT TO MURDER,5
Sikkim,2003,ATTEMPT TO MURDER,7
Sikkim,2004,ATTEMPT TO MURDER,8
Sikkim,2005,ATTEMPT TO MURDER,16
Sikkim,2006,ATTEMPT TO MURDER,16
Sikkim,2007,ATTEMPT TO MURDER,14
Sikkim,2008,ATTEMPT TO MURDER,7
Sikkim,2009,ATTEMPT TO MURDER,7
Sikkim,2010,ATTEMPT TO MURDER,6
Sikkim,2011,ATTEMPT TO MURDER,7
Sikkim,2012,ATTEMPT TO MURDER,7
Tamil Nadu,2001,ATTEMPT TO MURDER,2204
Tamil Nadu,2002,ATTEMPT TO MURDER,2133
Tamil Nadu,2003,ATTEMPT TO MURDER,1843
Tamil Nadu,2004,ATTEMPT TO MURDER,1772
Tamil Nadu,2005,ATTEMPT TO MURDER,1759
Tamil Nadu,2006,ATTEMPT TO MURDER,1599
Tamil Nadu,2007,ATTEMPT TO MURDER,2078
Tamil Nadu,2008,ATTEMPT TO MURDER,2327
Tamil Nadu,2009,ATTEMPT TO MURDER,2325
Tamil Nadu,2010,ATTEMPT TO MURDER,2641
Tamil Nadu,2011,ATTEMPT TO MURDER,2962
Tamil Nadu,2012,ATTEMPT TO MURDER,2954
Tripura,2001,ATTEMPT TO MURDER,25
Tripura,2002,ATTEMPT TO MURDER,38
Tripura,2003,ATTEMPT TO MURDER,87
Tripura,2004,ATTEMPT TO MURDER,36
Tripura,2005,ATTEMPT TO MURDER,56
Tripura,2006,ATTEMPT TO MURDER,52
Tripura,2007,ATTEMPT TO MURDER,58
Tripura,2008,ATTEMPT TO MURDER,53
Tripura,2009,ATTEMPT TO MURDER,59
Tripura,2010,ATTEMPT TO MURDER,63
Tripura,2011,ATTEMPT TO MURDER,75
Tripura,2012,ATTEMPT TO MURDER,79
Uttar Pradesh,2001,ATTEMPT TO MURDER,7964
Uttar Pradesh,2002,ATTEMPT TO MURDER,6283
Uttar Pradesh,2003,ATTEMPT TO MURDER,3793
Uttar Pradesh,2004,ATTEMPT TO MURDER,5580
Uttar Pradesh,2005,ATTEMPT TO MURDER,5637
Uttar Pradesh,2006,ATTEMPT TO MURDER,4997
Uttar Pradesh,2007,ATTEMPT TO MURDER,4424
Uttar Pradesh,2008,ATTEMPT TO MURDER,4233
Uttar Pradesh,2009,ATTEMPT TO MURDER,4141
Uttar Pradesh,2010,ATTEMPT TO MURDER,4004
Uttar Pradesh,2011,ATTEMPT TO MURDER,4653
Uttar Pradesh,2012,ATTEMPT TO MURDER,4811
Uttarakhand,2001,ATTEMPT TO MURDER,279
Uttarakhand,2002,ATTEMPT TO MURDER,249
Uttarakhand,2003,ATTEMPT TO MURDER,236
Uttarakhand,2004,ATTEMPT TO MURDER,247
Uttarakhand,2005,ATTEMPT TO MURDER,202
Uttarakhand,2006,ATTEMPT TO MURDER,215
Uttarakhand,2007,ATTEMPT TO MURDER,228
Uttarakhand,2008,ATTEMPT TO MURDER,217
Uttarakhand,2009,ATTEMPT TO MURDER,185
Uttarakhand,2010,ATTEMPT TO MURDER,219
Uttarakhand,2011,ATTEMPT TO MURDER,189
Uttarakhand,2012,ATTEMPT TO MURDER,161
West Bengal,2001,ATTEMPT TO MURDER,449
West Bengal,2002,ATTEMPT TO MURDER,413
West Bengal,2003,ATTEMPT TO MURDER,400
West Bengal,2004,ATTEMPT TO MURDER,390
West Bengal,2005,ATTEMPT TO MURDER,434
West Bengal,2006,ATTEMPT TO MURDER,672
West Bengal,2007,ATTEMPT TO MURDER,877
West Bengal,2008,ATTEMPT TO MURDER,1732
West Bengal,2009,ATTEMPT TO MURDER,2119
West Bengal,2010,ATTEMPT TO MURDER,2111
West Bengal,2011,ATTEMPT TO MURDER,2242
West Bengal,2012,ATTEMPT TO MURDER,2854
A & N Islands,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
A & N Islands,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
A & N Islands,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
A & N Islands,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
A & N Islands,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
A & N Islands,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
A & N Islands,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
A & N Islands,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
A & N Islands,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4
A & N Islands,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4
A & N Islands,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
A & N Islands,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Andhra Pradesh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,136
Andhra Pradesh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,165
Andhra Pradesh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,147
Andhra Pradesh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,163
Andhra Pradesh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,111
Andhra Pradesh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,123
Andhra Pradesh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,135
Andhra Pradesh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,165
Andhra Pradesh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,134
Andhra Pradesh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,155
Andhra Pradesh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,171
Andhra Pradesh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,158
Arunachal Pradesh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Arunachal Pradesh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Arunachal Pradesh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Arunachal Pradesh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Arunachal Pradesh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Arunachal Pradesh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Arunachal Pradesh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
Arunachal Pradesh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
Arunachal Pradesh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Arunachal Pradesh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Arunachal Pradesh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
Arunachal Pradesh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Assam,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,40
Assam,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,55
Assam,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,48
Assam,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,63
Assam,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,117
Assam,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,32
Assam,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,109
Assam,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,71
Assam,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,35
Assam,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,46
Assam,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,48
Assam,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,54
Bihar,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,250
Bihar,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,396
Bihar,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,298
Bihar,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,280
Bihar,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,259
Bihar,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,326
Bihar,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,257
Bihar,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,386
Bihar,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,243
Bihar,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,344
Bihar,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,348
Bihar,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,285
Chandigarh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Chandigarh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,7
Chandigarh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
Chandigarh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,10
Chandigarh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4
Chandigarh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,8
Chandigarh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,8
Chandigarh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Chandigarh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,8
Chandigarh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,9
Chandigarh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Chandigarh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Chhattisgarh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,45
Chhattisgarh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,24
Chhattisgarh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,51
Chhattisgarh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,25
Chhattisgarh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,41
Chhattisgarh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,15
Chhattisgarh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,26
Chhattisgarh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,18
Chhattisgarh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,19
Chhattisgarh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,30
Chhattisgarh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,28
Chhattisgarh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,26
D & N Haveli,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
D & N Haveli,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
D & N Haveli,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
D & N Haveli,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
D & N Haveli,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Daman & Diu,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Daman & Diu,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Daman & Diu,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Goa,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Goa,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4
Goa,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Goa,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Goa,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Goa,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Goa,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,7
Goa,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,11
Goa,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,11
Goa,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Goa,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Goa,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,3
Gujarat,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,94
Gujarat,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,13
Gujarat,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,29
Gujarat,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,27
Gujarat,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,27
Gujarat,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,24
Gujarat,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,21
Gujarat,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,35
Gujarat,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,30
Gujarat,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,44
Gujarat,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,43
Gujarat,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,43
Haryana,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,78
Haryana,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,89
Haryana,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,76
Haryana,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,65
Haryana,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,57
Haryana,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,59
Haryana,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,72
Haryana,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,92
Haryana,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,78
Haryana,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,63
Haryana,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,60
Haryana,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,68
Himachal Pradesh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,11
Himachal Pradesh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Himachal Pradesh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Himachal Pradesh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,12
Himachal Pradesh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,22
Himachal Pradesh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,20
Himachal Pradesh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,9
Himachal Pradesh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Himachal Pradesh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,13
Himachal Pradesh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,12
Himachal Pradesh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Himachal Pradesh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,9
Jammu & Kashmir,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,33
Jammu & Kashmir,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,31
Jammu & Kashmir,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,29
Jammu & Kashmir,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,29
Jammu & Kashmir,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,37
Jammu & Kashmir,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,40
Jammu & Kashmir,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,23
Jammu & Kashmir,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,31
Jammu & Kashmir,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,23
Jammu & Kashmir,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,26
Jammu & Kashmir,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,29
Jammu & Kashmir,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,16
Jharkhand,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,143
Jharkhand,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,115
Jharkhand,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,109
Jharkhand,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,115
Jharkhand,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,87
Jharkhand,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,97
Jharkhand,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,92
Jharkhand,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,112
Jharkhand,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,104
Jharkhand,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,82
Jharkhand,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,83
Jharkhand,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,92
Karnataka,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,74
Karnataka,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,55
Karnataka,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,58
Karnataka,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,57
Karnataka,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,80
Karnataka,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,68
Karnataka,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,55
Karnataka,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,81
Karnataka,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,79
Karnataka,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,94
Karnataka,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,85
Karnataka,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,71
Kerala,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,111
Kerala,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,210
Kerala,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,343
Kerala,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,473
Kerala,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,88
Kerala,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,87
Kerala,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,92
Kerala,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,95
Kerala,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,100
Kerala,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,86
Kerala,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,105
Kerala,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,107
Lakshadweep,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Lakshadweep,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,0
Madhya Pradesh,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,125
Madhya Pradesh,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,194
Madhya Pradesh,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,203
Madhya Pradesh,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,188
Madhya Pradesh,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,134
Madhya Pradesh,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,138
Madhya Pradesh,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,155
Madhya Pradesh,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,204
Madhya Pradesh,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,117
Madhya Pradesh,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,123
Madhya Pradesh,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,139
Madhya Pradesh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,114
Maharashtra,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,101
Maharashtra,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,93
Maharashtra,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,113
Maharashtra,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,115
Maharashtra,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,98
Maharashtra,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,100
Maharashtra,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,113
Maharashtra,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,111
Maharashtra,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,98
